User,Gender,AgeGroup,Hobbies,Profession,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25
3,Male,18-30,Outdoors,Student,2596677,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,1024587,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,11388684,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,4573768,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,1758811,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,4116862,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,5324390,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,1293971,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,3171362,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,1163153,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,1629582,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,892315,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,2475239,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,3427815,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,11049346,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,8036406,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,6133638,,,,,,,,,,,,,,,,,,,,,,,,
3,Male,18-30,Outdoors,Student,3918124,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
5,Female,50+,Indoors,Professor,6956281,2082415,11150622,511016,11433316,8696863,3811042,124277,7023946,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,4305103
6,Male,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
7,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
8,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
9,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,1758811,2475239,2275891,3427815,2596677,1024587,4116862,5324390,1293971,3171362,1163153,11049346,8036406,6133638
10,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
11,Male,30-50,Outdoors,IT Professional,3078963,9332217,5700259,4766309,1615614,6230399,270032,835683,9216587,1819387,1910856,2495446,5657126,884518,13012773,1559655,6443289,11041854,33449,1021297,13544734,10986404,2671651,6451873,753152
12,Male,50+,Outdoors,Professor,2437142,7424682,5346428,2518768,3700753,1021297,6207373,193652,6956281,831715,3386165,5944112,511016,8696863,9710358,1559655,6443289,12291609,124277,11041854,33449,9532785,4983622,6839434,305478
13,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
14,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
15,Male,50+,Indoors,Professor,3332725,13012773,7658608,6451873,5359984,1741540,10659884,8696863,5346428,1021297,3386165,10791419,2437142,4983622,831715,1559655,6443289,11041854,124277,33449,3700753,511016,6839434,6956281,4215596
16,Female,50+,Indoors,Professor,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
17,Female,18-30,Outdoors,Student,7669807,1559655,6443289,11781190,6324076,835683,9135603,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
18,Male,30-50,Outdoors,IT Professional,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
19,Male,30-50,Outdoors,IT Professional,8403711,7487418,4951277,7669807,13218693,8351884,11781190,1615614,2599807,4924314,9164087,2045991,9332217,2495446,13544734,1559655,6443289,6324076,884518,1021297,835683,6451873,6230399,1910856,9135603
20,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
21,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
22,Male,50+,Indoors,Professor,7240753,835683,9216587,5311947,4082771,7778720,13544734,33449,1741540,8232938,1910856,5521358,10659884,10791419,10986404,1559655,6443289,6451873,11041854,5346428,13012773,5698987,2671651,1021297,4666481
23,Male,30-50,Outdoors,IT Professional,7807956,6451873,10791419,5346428,305478,7424682,2437142,2518768,11041854,3700753,3386165,1021297,8696863,6207373,6956281,1559655,6443289,12291609,124277,33449,831715,4983622,6839434,511016,5359984
24,Female,50+,Indoors,Professor,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
25,Female,30-50,Indoors,IT Professional,1006796,1819387,884518,7240753,4766309,2271256,11708663,2671651,9216587,1910856,835683,8310025,13012773,5346428,10659884,1559655,6443289,33449,11041854,13544734,5311947,6451873,10986404,1021297,270032
26,Female,30-50,Indoors,IT Professional,7778720,835683,4277052,5521358,9216587,13544734,10986404,33449,6451873,13012773,4082771,5311947,2671651,8232938,10659884,1559655,6443289,5346428,11041854,1021297,10791419,1910856,5698987,1741540,7876831
27,Male,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
28,Female,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
29,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
30,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
31,Female,30-50,Indoors,IT Professional,1741540,5359984,8163952,6451873,6207373,7807956,7424682,4983622,5346428,1021297,3700753,10791419,2437142,6956281,831715,1559655,6443289,11041854,124277,33449,511016,3386165,6839434,8696863,13012773
32,Male,50+,Outdoors,Professor,5359984,6451873,7807956,7424682,1021297,10791419,2437142,2518768,11041854,3700753,3386165,5346428,8696863,6207373,6956281,1559655,6443289,12291609,124277,33449,831715,4983622,6839434,511016,8163952
33,Female,30-50,Indoors,IT Professional,7669807,1559655,6443289,11781190,6324076,835683,9135603,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
34,Female,50+,Outdoors,Professor,1741540,8163952,7807956,5359984,1021297,10791419,2437142,6451873,5346428,3700753,3386165,7424682,8696863,6207373,6956281,1559655,6443289,11041854,124277,33449,831715,4983622,6839434,511016,13012773
35,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
36,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
37,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
38,Female,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
39,Female,18-30,Outdoors,Student,7669807,13218693,2045991,2495446,6324076,1559655,6443289,4951277,1021297,6230399,9332217,7487418,11781190,835683,9135603,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
40,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,1758811,2475239,2275891,3427815,2596677,1024587,4116862,5324390,1293971,3171362,1163153,11049346,8036406,6133638
41,Male,50+,Outdoors,Professor,305478,2437142,7424682,3700753,5346428,1021297,9710358,193652,2518768,6956281,3386165,6207373,6839434,831715,8696863,1559655,6443289,12291609,124277,11041854,33449,9532785,4983622,511016,10791419
42,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,11388684,4573768,2275891,1629582,6502910,2596677,1024587,892315,1758811,4116862,5324390,1293971,3171362,1163153,2475239,3427815,11049346,8036406,6133638
43,Female,50+,Indoors,Professor,11150622,2082415,3811042,4546014,6839434,8696863,1690388,511016,7023946,12291609,33449,4737648,11433316,9532785,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,6956281
44,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
45,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
46,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
47,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
48,Female,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
49,Male,30-50,Indoors,IT Professional,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
50,Female,30-50,Outdoors,IT Professional,3386165,1816056,831715,2518768,4983622,5944112,4737648,124277,1690388,6956281,11433316,11150622,8696863,6839434,511016,1559655,6443289,193652,8286890,12291609,11041854,33449,9532785,3811042,3700753
51,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
52,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
53,Male,30-50,Indoors,IT Professional,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
54,Female,30-50,Indoors,IT Professional,1559655,6443289,7669807,6324076,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,13544734,884518,8403711,1615614
55,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
56,Female,50+,Indoors,Professor,4305103,6956281,11150622,2082415,11433316,8696863,3811042,124277,511016,11041854,9532785,4737648,1690388,6839434,4546014,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
57,Female,18-30,Outdoors,Student,1559655,6443289,1629582,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638,3918124
58,Male,50+,Outdoors,Professor,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
59,Male,30-50,Outdoors,IT Professional,7424682,1816056,1021297,3700753,3386165,6207373,9710358,193652,2518768,6956281,4983622,5944112,6839434,831715,8696863,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,511016,5346428
60,Female,30-50,Indoors,IT Professional,6230399,1102061,2495446,270032,1819387,1615614,5657126,4766309,9216587,5311947,835683,1006796,884518,6451873,13544734,1559655,6443289,11041854,33449,1021297,10986404,13012773,1910856,2671651,9332217
61,Female,30-50,Indoors,IT Professional,1559655,6443289,7669807,6324076,9135603,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,4924314,1910856,8351884,884518,13544734,8403711,1615614
62,Female,18-30,Outdoors,Student,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,13218693,2495446,9332217,6451873,2599807,9164087,2596677,5324390,6133638,1024587,1293971,3171362,1163153
63,Female,18-30,Indoors,Student,4951277,1021297,13218693,9332217,6324076,2495446,1559655,6443289,2045991,11781190,7487418,7669807,6230399,835683,9135603,6451873,2599807,9164087,4924314,8351884,1910856,13544734,884518,8403711,1615614
64,Male,30-50,Indoors,IT Professional,5657126,270032,1615614,4766309,1819387,1006796,11708663,9216587,7240753,1910856,835683,8310025,884518,6451873,13544734,1559655,6443289,11041854,33449,1021297,5311947,13012773,10986404,2671651,2495446
65,Female,30-50,Outdoors,IT Professional,4305103,6956281,11150622,2082415,11433316,3811042,511016,124277,1690388,11041854,9532785,4737648,8696863,4546014,6839434,1559655,6443289,193652,8286890,12291609,3427815,33449,8036406,6133638,5944112
66,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
67,Male,50+,Indoors,Professor,10065428,511016,4546014,12285424,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,4737648
68,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
69,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
70,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
71,Female,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
72,Female,18-30,Indoors,Student,1559655,6443289,1629582,1758811,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,2475239,4116862,5324390,1293971,3171362,1163153,892315,3427815,11049346,8036406,6133638,3918124
73,Female,30-50,Indoors,IT Professional,270032,1819387,1006796,7240753,4766309,884518,11708663,2671651,9216587,1910856,835683,8310025,13012773,5346428,10659884,1559655,6443289,33449,11041854,13544734,5311947,6451873,10986404,1021297,1615614
74,Female,18-30,Indoors,Student,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
75,Female,50+,Indoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
76,Male,30-50,Outdoors,IT Professional,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
77,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
78,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
79,Female,50+,Indoors,Professor,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
80,Male,50+,Indoors,Professor,1741540,5359984,8163952,6451873,6207373,7807956,2437142,831715,5346428,3700753,3386165,10791419,1021297,7424682,6956281,1559655,6443289,11041854,124277,33449,511016,4983622,6839434,8696863,13012773
81,Female,18-30,Indoors,Student,1559655,6443289,7669807,9135603,6324076,6896055,11388684,2275891,4573768,6502910,2596677,1024587,1629582,1758811,4116862,5324390,1293971,3171362,1163153,892315,2475239,3427815,11049346,8036406,6133638
82,Male,18-30,Indoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
83,Female,50+,Indoors,Professor,4737648,10065428,4546014,511016,6839434,1690388,3648305,3918124,7023946,12291609,33449,9532785,11433316,13644495,10072787,1559655,6443289,193652,8286890,124277,3427815,11041854,8036406,6133638,8696863
84,Female,18-30,Indoors,Student,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
85,Male,30-50,Outdoors,IT Professional,1559655,6443289,7669807,9135603,6324076,11781190,835683,1021297,7487418,2045991,4951277,6230399,2475239,3427815,2275891,4116862,2596677,1024587,11049346,5324390,1293971,3171362,1163153,8036406,6133638
86,Male,50+,Outdoors,Professor,6207373,9710358,8015926,3700753,3386165,5944112,8696863,193652,2518768,6956281,4983622,1816056,831715,511016,4737648,1559655,6443289,12291609,124277,11041854,33449,9532785,11433316,6839434,1021297
87,Female,18-30,Indoors,Student,1559655,6443289,7669807,3918124,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638
88,Female,50+,Outdoors,Professor,6839434,12285424,4546014,7023946,33449,1690388,3648305,3918124,8286890,12291609,11041854,9532785,11433316,13644495,10072787,1559655,6443289,193652,7136371,124277,3427815,11049346,8036406,6133638,511016
89,Male,18-30,Outdoors,Student,1559655,6443289,1084712,3411845,2275891,6896055,6502910,2596677,1024587,11388684,4573768,1758811,4116862,5324390,1293971,3171362,1163153,1629582,892315,2475239,3427815,11049346,8036406,6133638,3918124
90,Female,30-50,Indoors,IT Professional,5657126,270032,1615614,4766309,1819387,1006796,11708663,7240753,9216587,5311947,835683,8310025,884518,6451873,13544734,1559655,6443289,11041854,33449,1021297,10986404,13012773,1910856,2671651,2495446
